City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
353,Arnö,96,SE,1694956185,51,60.1167,18.6333,53.78,11.14
354,Del Rio,40,US,1694956282,75,29.3627,-100.8968,75.31,5.75
355,Thunder Bay,97,CA,1694956153,77,48.4001,-89.3168,53.4,7.81
356,Gadzhiyevo,100,RU,1694956024,68,69.2551,33.3362,48.88,6.46
357,Itamarandiba,78,BR,1694956282,68,-17.8572,-42.8589,71.19,6.64
358,Rongelap,100,MH,1694956014,77,11.1635,166.8941,84.38,16.11
359,Hāgere Selam,30,ET,1694956282,66,6.4833,38.5167,63.18,4.41
360,Mistrató,100,CO,1694956282,87,5.2973,-75.8832,65.82,1.45
361,Igarka,100,RU,1694956282,67,67.4667,86.5833,41.13,5.41
362,Borūjen,0,IR,1694956283,14,31.9652,51.2873,80.1,8.99
363,Sisimiut,70,GL,1694956010,67,66.9395,-53.6735,37.18,0.98
364,Bhadarwāh,52,IN,1694956283,93,32.9833,75.7167,67.53,3.49
365,Kailua-Kona,55,US,1694956034,73,19.6406,-155.9956,77.5,4.0
366,Foumbot,96,CM,1694956283,82,5.5079,10.6356,74.26,1.54
367,Lucapa,100,AO,1694956283,31,-8.4192,20.7447,90.01,5.3
368,Lompoc,97,US,1694956028,80,34.6391,-120.4579,64.02,8.99
369,Barra do Bugres,2,BR,1694956056,33,-15.0725,-57.1811,93.74,6.62
370,Ginir,51,ET,1694956283,29,7.1333,40.7,80.58,11.34
371,Flin Flon,92,CA,1694956030,86,54.7682,-101.865,48.11,5.97
372,Kasempa,3,ZM,1694956284,10,-13.4584,25.8338,95.86,6.4
373,Władysławowo,8,PL,1694956284,67,54.7909,18.4009,78.94,7.54
374,Egilsstadir,75,IS,1694956284,77,65.2653,-14.3948,57.11,16.11
375,Mount Gambier,94,AU,1694956018,90,-37.8333,140.7667,52.41,4.34
376,Fortaleza,20,BR,1694956002,45,-3.7227,-38.5247,87.93,14.97
377,Mhamid,100,MA,1694956284,58,29.82,-5.72,74.8,1.86
378,Kenai,100,US,1694956168,94,60.5544,-151.2583,48.15,3.44
379,Brady,0,US,1694956284,94,31.1352,-99.3351,72.54,9.22
380,Chernomorskoye,0,UA,1694956284,45,45.5039,32.6997,73.85,18.41
381,Daru,7,PG,1694956008,76,-9.0763,143.2092,75.36,13.49
382,Clevelândia,0,BR,1694956284,50,-26.3958,-52.4708,77.59,6.15
383,Pangai,98,TO,1694956024,77,-19.8,-174.35,73.99,18.75
384,Quellón,7,CL,1694956031,73,-43.1167,-73.6167,43.45,6.73
385,Moapa Valley,0,US,1694956285,26,36.5805,-114.4703,75.67,3.53
386,Hammerfest,40,NO,1694956009,76,70.6634,23.6821,46.85,8.05
387,Saldanha,0,ZA,1694956177,59,-33.0117,17.9442,58.01,12.19
388,Polyarny,100,RU,1694955999,69,69.1989,33.4478,49.08,6.76
389,Kita,100,ML,1694956285,65,13.0349,-9.4895,86.65,3.36
390,Kyren,87,RU,1694956146,74,51.6828,102.1408,50.77,1.21
391,Tougue,86,GN,1694956285,74,11.4667,-11.6,79.36,3.18
392,Ivins,1,US,1694956285,30,37.1686,-113.6794,69.12,5.3
393,Cabugao,100,PH,1694956285,93,17.7931,120.4578,78.04,8.46
394,Manismata,100,ID,1694956285,93,-2.4667,111.0333,76.21,2.55
395,Lagoa,100,PT,1694956024,61,39.05,-27.9833,67.62,10.25
396,Labrador City,75,CA,1694956005,93,52.9463,-66.9114,49.91,10.36
397,Jiménez,9,MX,1694956286,82,28.3333,-105.4,66.11,0.81
398,Pitimbu,13,BR,1694956286,71,-7.4706,-34.8086,77.59,16.35
399,Umm Kaddadah,94,SD,1694956286,14,13.6017,26.6876,97.9,10.49
400,Wotho,100,MH,1694956286,78,10.1657,166.0102,83.93,15.68
401,Pitkyaranta,100,RU,1694955796,80,61.5734,31.4792,56.17,22.79
402,Korhogo,100,CI,1694956286,88,9.45,-5.6333,74.7,5.35
403,Yekaterinoslavka,100,RU,1694956286,98,50.3734,129.1139,52.5,4.05
404,Gunnedah,0,AU,1694956287,32,-30.9833,150.25,62.51,1.99
405,Vernouillet,100,FR,1694956287,62,48.7167,1.3667,78.13,6.2
406,Salavan,100,LA,1694956287,90,15.7167,106.4167,76.32,1.45
407,Papao,8,PF,1694956028,84,-17.75,-149.55,74.88,11.99
408,Ouricuri,0,BR,1694956287,38,-7.8825,-40.0817,84.18,11.03
409,Lhasa,42,CN,1694956287,42,29.65,91.1,60.26,1.03
410,Douentza,100,ML,1694956015,32,14.9951,-2.9517,96.62,6.26
411,An Nuhūd,11,SD,1694956287,19,12.7,28.4333,98.19,3.56
412,Pytalovo,98,RU,1694956287,53,57.0679,27.9138,68.99,12.48
413,Porto-Novo,100,BJ,1694956288,70,6.4965,2.6036,83.66,13.06
414,Batouri,100,CM,1694956288,96,4.4333,14.3667,72.43,3.6
415,Ventnor,100,GB,1694956288,96,50.5948,-1.2037,67.39,5.99
416,Chopinzinho,0,BR,1694956288,52,-25.8558,-52.5233,76.62,5.14
417,Okanagan,100,CA,1694956288,29,50.3639,-119.35,64.47,3.8
418,Lospalos,44,TL,1694956075,78,-8.5186,127.0025,69.98,8.59
419,Mugia,100,ES,1694956288,86,43.1041,-9.2179,65.91,30.91
420,Alegrete,0,BR,1694956288,71,-29.7831,-55.7919,76.37,15.9
421,Asikkala,5,FI,1694956289,65,61.2167,25.5,57.27,17.27
422,East London,4,ZA,1694956024,46,-33.0153,27.9116,66.45,21.97
423,Santana,40,BR,1694956027,58,-0.0583,-51.1817,89.78,12.66
424,Katsuura,7,JP,1694956033,88,35.1333,140.3,79.75,14.14
425,Kabwe,0,ZM,1694956289,9,-14.4469,28.4464,94.05,11.41
426,Yamada,25,JP,1694956289,93,39.4667,141.95,74.48,6.49
427,Khagrachhari,92,BD,1694956289,95,23.1,91.9667,79.16,3.44
428,Atoyatempan,12,MX,1694956289,74,18.8167,-97.9167,58.06,4.99
429,Great Bend,0,US,1694956289,93,38.3645,-98.7648,57.61,0.0
430,Vilyuysk,100,RU,1694956186,98,63.7553,121.6247,33.76,8.55
431,Usinsk,76,RU,1694956101,72,65.9939,57.5281,44.26,5.35
432,Pointe-Noire,75,CG,1694956290,69,-4.7761,11.8635,82.47,10.36
433,Ilhabela,0,BR,1694956290,53,-23.7781,-45.3581,82.35,3.67
434,Yelizovo,4,RU,1694956290,62,53.1873,158.3805,53.11,25.01
435,Molchanovo,98,RU,1694956290,83,57.5817,83.7692,57.4,2.21
436,Puerto San José,100,GT,1694956185,82,13.9256,-90.8244,78.3,5.97
437,Linköping,0,SE,1694956290,61,58.4109,15.6216,61.57,6.91
438,Al Jawf,0,SA,1694955932,12,29.5,38.75,97.0,5.86
439,Alliance,100,US,1694956290,93,40.9153,-81.1059,56.8,5.26
440,El Batey,20,DO,1694956291,74,19.7667,-70.5167,85.91,11.5
441,Guapimirim,0,BR,1694956123,49,-22.5372,-42.9819,84.02,2.17
442,Newman,7,US,1694956043,86,37.3138,-121.0208,62.29,3.83
443,Mercedes,100,AR,1694956291,63,-34.6515,-59.4307,64.63,12.75
444,Cockburn Town,77,TC,1694955993,74,21.4612,-71.1419,83.57,9.78
445,Nishinoomote,5,JP,1694956181,80,30.7333,131.0,80.47,7.63
446,Saint-Joseph,39,RE,1694956042,75,-21.3667,55.6167,77.38,9.44
447,Urengoy,100,RU,1694956155,62,65.9667,78.3667,47.1,11.01
448,Ladybrand,8,ZA,1694956291,11,-29.1945,27.4574,69.82,10.49
449,Veinticinco de Mayo,96,AR,1694956291,43,-35.4323,-60.1727,58.98,4.0
450,Swakopmund,12,NA,1694956030,76,-22.6833,14.5333,58.98,5.99
451,Springs,6,ZA,1694956291,27,-26.25,28.4,78.57,7.38
452,Sechura,85,PE,1694956184,80,-5.5569,-80.8222,69.17,10.6
453,Queenstown,0,ZA,1694955997,20,-31.8976,26.8753,64.42,8.52
454,Chapaev,13,KZ,1694956292,43,50.2,51.1667,70.54,7.45
455,Uliastai,98,MN,1694956041,88,47.7417,96.8444,40.66,3.78
456,Pacific Grove,75,US,1694955995,86,36.6177,-121.9166,62.71,3.44
457,Griffith,100,US,1694956292,93,41.5284,-87.4237,60.12,4.61
458,Santa Elena de Uairen,18,VE,1694956201,68,4.6167,-61.1333,76.66,6.2
459,Hobyo,93,SO,1694956016,67,5.3505,48.5268,81.28,29.95
460,Grand Falls-Windsor,65,CA,1694956024,86,48.9332,-55.6649,71.51,4.0
461,Zaozërsk,100,RU,1694956194,70,69.4005,32.4476,49.28,4.9
462,Carnarvon,76,AU,1694956022,78,-24.8667,113.6333,67.06,23.38
463,Panacan,24,PH,1694956292,80,9.2463,118.4082,81.7,3.96
464,Erciş,7,TR,1694956292,28,39.0287,43.3586,72.84,5.75
465,Leava,42,WF,1694956292,74,-14.3,-178.1667,81.1,22.59
466,Gumdag,0,TM,1694956292,15,39.2061,54.5906,86.88,13.49
467,Pak Phanang,37,TH,1694956293,75,8.3511,100.202,83.08,1.99
468,Mel'nikovo,93,RU,1694956293,82,56.5558,84.085,59.25,3.09
469,Gōtsuchō,7,JP,1694956293,91,35.0,132.2167,74.48,3.27
470,Kodinsk,81,RU,1694956293,73,58.6881,99.1844,54.64,0.43
471,Paka,66,MY,1694956293,88,4.6374,103.4368,79.11,7.11
472,Wisconsin Rapids,0,US,1694956293,87,44.3836,-89.8174,55.22,5.75
473,Kamen'-Rybolov,0,RU,1694956293,95,44.7481,132.0403,61.18,5.95
474,Malango,74,ID,1694956023,99,-2.9627,119.9001,68.14,1.41
475,Mossel Bay,2,ZA,1694956293,59,-34.1831,22.146,62.53,15.23
476,Castro,0,BR,1694955812,44,-24.7911,-50.0119,77.61,4.32
477,Papar,100,MY,1694956294,85,5.7333,115.9333,78.8,4.14
478,Mandera,100,KE,1694956294,26,3.9366,41.867,98.35,16.17
479,Osceola,5,US,1694956294,83,28.042,-81.1242,82.18,4.0
480,Lüderitz,0,NA,1694956020,43,-26.6481,15.1594,69.76,25.3
481,Ubaitaba,89,BR,1694956294,56,-14.3125,-39.3233,80.35,3.78
482,Alexandria,0,EG,1694956275,63,31.2156,29.9553,83.82,13.6
483,Khadan Khak,83,PK,1694956294,13,30.7477,67.7085,83.5,16.33
484,Anking,76,CN,1694956294,74,30.5092,117.0506,79.12,0.94
485,Kapaa,20,US,1694956009,78,22.0752,-159.319,79.12,14.97
486,Sydney,0,AU,1694956022,54,-33.8679,151.2073,69.71,16.11
487,Labasa,34,FJ,1694956294,93,-16.4167,179.3833,76.12,6.98
488,Mili,90,MH,1694956295,77,6.0815,171.735,81.86,8.52
489,Prestea,100,GH,1694956295,83,5.4327,-2.1428,80.13,6.44
490,Podporozh'ye,72,RU,1694956295,53,60.9112,34.1706,60.82,15.32
491,Verāval,100,IN,1694956295,84,20.9,70.3667,82.08,12.26
492,Basco,98,PH,1694956295,74,20.4487,121.9702,84.34,13.06
493,Crane,5,US,1694955993,72,31.3974,-102.3501,70.02,4.76
494,Touros,63,BR,1694956030,61,-5.1989,-35.4608,84.7,19.55
495,Coahuayana de Hidalgo,91,MX,1694956295,87,18.7,-103.6583,77.72,4.16
496,Zaigrayevo,6,RU,1694956295,72,51.8336,108.2703,50.72,4.27
497,Tshikapa,100,CD,1694956295,40,-6.4167,20.8,92.19,6.89
498,Canutama,8,BR,1694956006,34,-6.5339,-64.3831,90.48,3.78
499,Panabá,5,MX,1694956296,83,21.2833,-88.2667,79.56,3.44
500,Dores do Indaiá,98,BR,1694956296,42,-19.4633,-45.6017,83.52,6.93
501,Trebinje,0,BA,1694956176,65,42.7119,18.3442,81.75,9.22
502,Luang Prabang,100,LA,1694956296,92,19.8856,102.1347,75.36,1.05
503,Vila Franca do Campo,100,PT,1694955982,99,37.7167,-25.4333,68.41,10.65
504,Sidi Khaled,0,DZ,1694956296,16,34.387,4.9879,100.2,10.85
505,Wad Medani,15,SD,1694956170,26,14.4012,33.5199,100.38,1.16
506,Port Augusta,7,AU,1694956012,20,-32.5,137.7667,72.68,9.8
507,Ekuvukeni,53,ZA,1694956296,46,-28.4675,30.1551,69.1,12.62
508,Fort McMurray,78,CA,1694956296,93,56.7268,-111.381,44.19,8.05
509,Manakara,0,MG,1694956297,64,-22.1333,48.0167,76.8,11.63
510,Al Mijlad,23,SD,1694956297,39,11.0333,27.7333,92.89,3.06
511,Jand,61,PK,1694956297,35,33.4299,72.0193,96.15,9.98
512,Tommot,100,RU,1694955902,66,58.9564,126.2925,36.01,3.36
513,Kattivākkam,87,IN,1694956297,83,13.2167,80.3167,83.07,17.6
514,Lázaro Cárdenas,95,MX,1694955994,88,17.9583,-102.2,76.82,5.86
515,Seminole,0,US,1694956297,87,28.7086,-81.2081,85.21,3.44
516,Trairi,5,BR,1694956297,44,-3.2778,-39.2689,88.25,14.72
517,Salekhard,100,RU,1694956204,83,66.53,66.6019,43.84,19.1
518,Nogliki,100,RU,1694955999,72,51.8333,143.1667,48.43,8.37
519,Guerrero Negro,93,MX,1694956189,81,27.9769,-114.0611,66.78,14.47
520,Chaykovskiy,8,RU,1694956297,46,56.7686,54.1148,70.77,5.3
521,Lapeer,100,US,1694956298,82,43.0514,-83.3188,60.28,3.27
522,Bayanaul,92,KZ,1694956298,57,50.7889,75.6956,59.05,4.97
523,Manta,75,EC,1694956017,83,-0.95,-80.7333,76.78,5.75
524,Saryozek,0,KZ,1694956298,30,44.3583,77.9753,63.23,7.94
525,Miðvágur,75,FO,1694956298,87,62.0511,-7.1939,52.63,17.27
526,Great Sankey,100,GB,1694956298,73,53.3923,-2.6399,69.76,4.0
527,Dumai,32,ID,1694956298,91,1.6833,101.45,77.85,3.47
528,Tiaret,57,DZ,1694956006,12,35.371,1.317,93.79,27.04
529,San Luis,7,AR,1694956172,36,-33.295,-66.3356,58.03,30.69
530,Cannonvale,7,AU,1694956298,78,-20.2833,148.7,69.19,15.19
531,Lukhovka,11,RU,1694956298,47,54.1484,45.2573,68.32,7.16
532,Salahonda,100,CO,1694956299,85,2.1019,-78.7217,78.67,7.16
533,Supe,99,PE,1694956299,87,-10.8,-77.7333,66.24,8.75
534,Abepura,40,ID,1694956023,89,-2.6333,140.5833,77.81,2.3
535,Shatura,7,RU,1694956299,39,55.5725,39.5368,65.19,5.06
536,Xiahu,0,CN,1694956299,80,26.6106,119.9483,81.05,3.2
537,Chamdo,97,CN,1694955994,90,31.1667,97.2333,41.34,5.84
538,Golyshmanovo,78,RU,1694956299,63,56.3979,68.3728,61.43,4.07
539,Chabahar,14,IR,1694956299,79,25.2919,60.643,82.54,10.16
540,Matelândia,0,BR,1694956300,43,-25.2408,-53.9964,81.7,12.01
541,Al Mawşil al Jadīdah,0,IQ,1694956300,10,36.3346,43.0978,98.92,13.89
542,San Andrés,20,CO,1694956003,79,12.5847,-81.7006,86.02,10.36
543,Ambovombe,0,MG,1694956013,64,-25.1667,46.0833,76.35,12.93
544,El Porvenir,98,HN,1694956300,73,13.7617,-87.3458,72.73,4.65
545,Ranchuelo,6,CU,1694956300,78,22.3772,-80.1489,80.56,2.55
546,Türkmenbaşy,0,TM,1694956300,24,40.0222,52.9552,81.37,13.8
547,Copparo,100,IT,1694956300,65,44.893,11.8249,87.01,2.55
548,Guane,50,CU,1694956300,79,22.2025,-84.0875,81.36,2.53
549,Villa Gesell,100,AR,1694956301,58,-37.2639,-56.973,57.06,7.99
550,St Ives,100,GB,1694956067,90,50.2086,-5.4875,64.4,8.68
551,Carauari,7,BR,1694956301,52,-4.8828,-66.8958,88.59,1.74
552,Gorlice,41,PL,1694956301,54,49.6556,21.1604,77.27,7.92
553,Severo-Yeniseyskiy,100,RU,1694956301,71,60.3725,93.0408,54.91,0.63
554,Franklin,75,US,1694955902,94,39.9667,-83.0166,61.52,0.0
555,Esim,100,GH,1694956301,75,4.8699,-2.2405,80.51,9.42
556,Waspán,100,NI,1694956301,94,14.7419,-83.9717,78.01,2.82
557,Port Shepstone,8,ZA,1694956301,47,-30.7414,30.455,65.98,12.15
558,Tshabong,0,BW,1694956302,10,-26.05,22.45,77.72,6.69
559,Kirensk,28,RU,1694956191,95,57.7853,108.1119,49.78,2.48
560,Uturoa,7,PF,1694956006,84,-16.7333,-151.4333,77.83,11.83
561,Holualoa,57,US,1694956011,73,19.6228,-155.9522,73.78,4.0
562,Wenchang,0,CN,1694956302,84,30.904,118.4887,75.99,5.06
563,San Antonio de Palé,66,GQ,1694956011,78,-1.4014,5.6325,76.06,9.51
564,Mīnāb,3,IR,1694956200,50,27.1467,57.0801,93.0,7.74
565,Dwārka,100,IN,1694956302,80,22.2394,68.9678,82.42,14.09
566,Tepecoacuilco de Trujano,19,MX,1694956302,92,18.3,-99.4833,68.58,1.21
567,Inari,100,FI,1694956010,96,68.906,27.0288,46.6,12.64
568,Roxas,81,PH,1694956302,84,11.5853,122.7511,80.15,3.33
569,Mērsrags,94,LV,1694956303,77,57.3354,23.1246,63.75,9.57
570,Machico,40,PT,1694956303,56,32.7,-16.7667,74.03,11.5
571,Konark,100,IN,1694956303,78,19.9,86.1167,84.6,3.31
572,Hola,84,PL,1694956303,42,51.5377,23.1902,80.78,9.71
573,Nouadhibou,9,MR,1694956181,61,20.931,-17.0347,80.58,12.66
574,Howrah,40,IN,1694955791,70,22.5892,88.3103,89.6,4.61
575,Garoowe,44,SO,1694956303,25,8.4054,48.4845,96.71,14.72
576,Yuzhno-Kurilsk,100,RU,1694955797,99,44.0306,145.8556,64.42,10.71
577,Dapa,95,PH,1694956303,78,9.7594,126.0531,82.76,9.82
578,Isangel,100,VU,1694956005,86,-19.55,169.2667,72.34,13.96
579,Labytnangi,100,RU,1694956128,83,66.6572,66.4183,44.2,16.08
580,Pundong,24,ID,1694956304,93,-7.9522,110.3486,73.24,3.94
581,Ola,96,RU,1694956022,88,59.5833,151.2833,41.97,6.22
582,Agnibilékrou,99,CI,1694956304,93,7.1344,-3.2047,77.29,3.2
583,Ashland,100,US,1694956304,98,40.8167,-82.2665,57.27,1.99
584,Guiuan,11,PH,1694956029,77,11.0333,125.7247,83.68,9.13
585,Bandarbeyla,44,SO,1694956170,67,9.4942,50.8122,82.71,30.33
586,San Luis de la Loma,95,MX,1694956304,84,17.2706,-100.8939,78.37,4.72
587,Marovoay,0,MG,1694956305,22,-16.1,46.6333,95.07,0.96
588,Freeport,0,US,1694956305,63,40.6576,-73.5832,70.02,4.61
589,As Sulayyil,46,SA,1694955988,7,20.4607,45.5779,106.66,9.15
590,Yanai,1,JP,1694956305,92,33.9667,132.1167,76.95,4.36
591,Naze,100,JP,1694956176,82,28.3667,129.4833,78.24,8.46
592,Sitka,100,US,1694955995,82,57.0531,-135.33,55.29,10.36
593,Charters Towers,0,AU,1694956305,80,-20.1,146.2667,60.89,9.46
594,Kazygurt,12,KZ,1694956305,21,41.7589,69.3864,77.54,5.39
595,Zarasai,27,LT,1694956305,47,55.7333,26.25,70.18,8.63
596,Saint-Jean-de-Monts,100,FR,1694956305,68,46.7833,-2.0667,80.01,13.2
597,Anzio,100,IT,1694956306,60,41.4853,12.6179,91.13,9.13
598,Kandahar,0,AF,1694956306,9,31.0,65.75,90.68,13.29
599,Pachino,0,IT,1694956306,58,36.7186,15.0907,81.09,11.12
600,Mil’kovo,93,RU,1694956022,39,55.6078,37.7956,64.54,7.99
601,Harper,66,LR,1694956306,77,4.375,-7.7169,81.16,11.12
